treatment,species,fishID,daysExposed,daysUntilExp,tank,tankFishIdentifier,left,right,max,total,relLat,absLat,number,score
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,2,1
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,3,1
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,4,1
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,5,0
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,6,0
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,7,0
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,8,0
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,9,0
Control,Chromis,72,0,10,4,6-Apr,6,4,6,10,-20,20,10,0
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,1,1
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,2,1
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,3,1
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,4,1
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,5,0
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,6,0
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,7,0
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,8,0
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,9,0
Control,Chromis,73,0,10,4,7-Apr,6,4,6,10,-20,20,10,0
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,1,1
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,2,1
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,3,1
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,4,1
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,5,1
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,6,1
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,7,1
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,8,1
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,9,0
Control,Chromis,74,0,10,4,8-Apr,2,8,8,10,60,60,10,0
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,1,1
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,2,1
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,3,1
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,4,0
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,5,0
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,6,0
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,7,0
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,8,0
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,9,0
Control,Chromis,75,0,10,8,1-Aug,7,3,7,10,-40,40,10,0
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,1,1
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,2,1
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,3,1
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,4,1
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,5,1
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,6,1
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,7,1
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,8,1
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,9,0
Control,Chromis,76,0,10,8,2-Aug,2,8,8,10,60,60,10,0
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,1,1
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,2,1
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,3,1
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,4,1
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,5,1
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,6,1
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,7,0
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,8,0
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,9,0
Control,Chromis,77,0,10,8,3-Aug,4,6,6,10,20,20,10,0
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,1,1
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,2,1
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,3,1
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,4,0
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,5,0
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,6,0
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,7,0
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,8,0
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,9,0
Control,Chromis,78,0,11,7,1-Jul,7,3,7,10,-40,40,10,0
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,1,1
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,2,1
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,3,1
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,4,1
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,5,0
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,6,0
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,7,0
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,8,0
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,9,0
Control,Chromis,79,0,11,7,2-Jul,6,4,6,10,-20,20,10,0
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,1,1
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,2,1
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,3,1
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,4,0
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,5,0
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,6,0
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,7,0
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,8,0
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,9,0
Control,Chromis,80,0,11,7,3-Jul,7,3,7,10,-40,40,10,0
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,1,1
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,2,1
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,3,1
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,4,1
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,5,1
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,6,1
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,7,1
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,8,0
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,9,0
Control,Chromis,81,0,11,7,4-Jul,3,7,7,10,40,40,10,0
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,1,1
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,2,1
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,3,1
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,4,1
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,5,1
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,6,0
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,7,0
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,8,0
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,9,0
Control,Chromis,82,0,11,7,5-Jul,5,5,5,10,0,0,10,0
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,1,1
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,2,1
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,3,1
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,4,1
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,5,1
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,6,1
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,7,0
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,8,0
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,9,0
Control,Chromis,83,0,11,7,6-Jul,4,6,6,10,20,20,10,0
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,1,1
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,2,1
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,3,1
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,4,1
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,5,1
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,6,0
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,7,0
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,8,0
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,9,0
Control,Chromis,84,0,11,7,7-Jul,5,5,5,10,0,0,10,0
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,1,1
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,2,1
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,3,1
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,4,1
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,5,1
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,6,1
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,7,1
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,8,0
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,9,0
CO2,Chromis,85,10,10,1,1-Jan,3,7,7,10,40,40,10,0
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,1,1
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,2,1
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,3,1
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,4,1
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,5,1
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,6,1
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,7,1
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,8,1
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,9,0
CO2,Chromis,86,10,10,1,2-Jan,2,8,8,10,60,60,10,0
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,1,1
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,2,1
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,3,1
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,4,1
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,5,1
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,6,0
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,7,0
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,8,0
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,9,0
CO2,Chromis,87,10,10,1,3-Jan,5,5,5,10,0,0,10,0
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,1,1
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,2,1
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,3,1
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,4,1
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,5,1
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,6,1
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,7,0
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,8,0
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,9,0
CO2,Chromis,88,10,10,1,4-Jan,4,6,6,10,20,20,10,0
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,1,1
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,2,1
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,3,1
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,4,1
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,5,0
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,6,0
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,7,0
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,8,0
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,9,0
CO2,Chromis,89,10,10,2,1-Feb,6,4,6,10,-20,20,10,0
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,1,1
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,2,1
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,3,1
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,4,1
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,5,1
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,6,1
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,7,1
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,8,0
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,9,0
CO2,Chromis,90,10,10,2,2-Feb,3,7,7,10,40,40,10,0
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,1,1
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,2,1
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,3,1
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,4,0
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,5,0
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,6,0
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,7,0
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,8,0
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,9,0
CO2,Chromis,91,10,10,2,3-Feb,7,3,7,10,-40,40,10,0
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,1,1
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,2,1
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,3,1
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,4,1
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,5,1
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,6,1
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,7,1
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,8,0
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,9,0
CO2,Chromis,92,10,10,2,4-Feb,3,7,7,10,40,40,10,0
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,1,1
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,2,1
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,3,1
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,4,1
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,5,1
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,6,1
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,7,1
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,8,0
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,9,0
CO2,Chromis,93,10,10,2,5-Feb,3,7,7,10,40,40,10,0
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,1,1
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,2,1
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,3,1
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,4,0
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,5,0
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,6,0
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,7,0
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,8,0
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,9,0
CO2,Chromis,94,11,11,5,1-May,7,3,7,10,-40,40,10,0
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,1,1
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,2,1
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,3,1
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,4,1
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,5,1
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,6,0
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,7,0
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,8,0
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,9,0
CO2,Chromis,95,11,11,5,2-May,5,5,5,10,0,0,10,0
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,1,1
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,2,1
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,3,1
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,4,1
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,5,1
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,6,0
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,7,0
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,8,0
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,9,0
CO2,Chromis,96,11,11,5,3-May,5,5,5,10,0,0,10,0
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,1,1
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,2,1
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,3,1
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,4,1
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,5,1
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,6,0
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,7,0
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,8,0
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,9,0
CO2,Chromis,97,11,11,5,4-May,5,5,5,10,0,0,10,0
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,1,1
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,2,1
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,3,1
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,4,1
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,5,1
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,6,0
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,7,0
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,8,0
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,9,0
CO2,Chromis,98,11,11,5,5-May,5,5,5,10,0,0,10,0
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,1,1
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,2,1
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,3,1
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,4,1
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,5,1
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,6,1
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,7,1
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,8,0
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,9,0
CO2,Chromis,99,11,11,5,6-May,3,7,7,10,40,40,10,0
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,1,1
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,2,1
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,3,1
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,4,1
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,5,1
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,6,1
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,7,1
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,8,0
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,9,0
CO2,Chromis,100,12,12,6,1-Jun,3,7,7,10,40,40,10,0
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,1,1
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,2,1
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,3,1
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,4,1
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,5,1
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,6,1
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,7,1
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,8,0
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,9,0
CO2,Chromis,101,12,12,6,2-Jun,3,7,7,10,40,40,10,0
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,1,1
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,2,1
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,3,1
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,4,1
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,5,1
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,6,0
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,7,0
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,8,0
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,9,0
Control,Humbug,102,0,12,3,1-Mar,5,5,5,10,0,0,10,0
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,1,1
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,2,1
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,3,1
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,4,1
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,5,1
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,6,0
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,7,0
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,8,0
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,9,0
Control,Humbug,103,0,12,3,2-Mar,5,5,5,10,0,0,10,0
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,1,1
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,2,1
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,3,1
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,4,1
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,5,0
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,6,0
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,7,0
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,8,0
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,9,0
Control,Humbug,104,0,12,3,3-Mar,6,4,6,10,-20,20,10,0
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,1,1
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,2,1
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,3,1
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,4,1
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,5,1
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,6,1
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,7,1
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,8,0
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,9,0
Control,Humbug,105,0,12,3,4-Mar,3,7,7,10,40,40,10,0
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,1,1
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,2,1
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,3,1
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,4,1
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,5,1
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,6,1
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,7,1
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,8,0
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,9,0
Control,Humbug,106,0,12,3,5-Mar,3,7,7,10,40,40,10,0
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,1,1
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,2,1
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,3,1
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,4,1
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,5,0
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,6,0
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,7,0
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,8,0
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,9,0
Control,Humbug,107,0,12,3,6-Mar,6,4,6,10,-20,20,10,0
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,1,1
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,2,1
Control,Humbug,108,0,12,7,1-Jul,3,7,7,10,40,40,3,1
