Study,Authors,Year (online),Year (print),Title,,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.var,ctrl.vartype,ctrl.sd,oa.n,oa.mean,oa.var,oa.vartype,oa.sd,lnRR,|lnRR|,Raw mean |lnRR|,Notes,Precise sample size description in text?,Sample size source
a4,Cripps et al,2011,2011,Ocean Acidification Affects Prey Detection by a Predatory Reef Fish, ,PLoS One,4.092,2.766,,,Pseudochromis fuscus,Trop,No,-,"Distance from shelter, high CO2",Adult,10,228.5710,40.4760,SE,127.9964,7,378.5710,73.8100,SE,208.7662,0.5046,0.5046,,,,
a4,Cripps et al,2011,2011,Ocean Acidification Affects Prey Detection by a Predatory Reef Fish, ,PLoS One,4.092,2.766,,,Pseudochromis fuscus,Trop,No,-,"Feeding strikes, mid CO2",Adult,9,21.2380,4.1010,SE,12.9685,7,8.1680,2.8220,SE,7.4663,-0.9556,0.9556,,,,
a4,Cripps et al,2011,2011,Ocean Acidification Affects Prey Detection by a Predatory Reef Fish, ,PLoS One,4.092,2.766,,,Pseudochromis fuscus,Trop,No,-,"Feeding strikes, high CO2",Adult,9,21.2380,4.0100,SE,12.6807,7,21.5350,5.7920,SE,15.3242,0.0139,0.0139,,,,
a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation Ð qualitative and quantitative effects of ocean acidification on predatorÐprey interactions, ,Ecol Lett,17.557,9.137,18,Strong,Pomacentrus moluccensis,Trop,Yes,Prey,"Prey selectivity, small recruits",Adult,18,19.2960,7.5380,SE,31.9810,14,25.0250,8.7440,SE,32.7171,0.2600,0.2600,0.7034,,Y,"Provided in text: ""...one group containing trials where damselfish larvae were placed directly into the CO2 system after capture [...; N = 18 and 14 for 440 and 700 uatm CO2 groups respectively] and ... larger fish that had been kept in the laboratory storage tanks for 2Ð10 days after capture (...; N = 20 for both 440 and 700 latm CO2 groups respectively)."""
a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation Ð qualitative and quantitative effects of ocean acidification on predatorÐprey interactions, ,Ecol Lett,17.557,9.137,,,Pomacentrus amboinensis,Trop,Yes,Prey,"Prey selectivity, small recruits",Adult,18,33.4670,8.7440,SE,37.0977,14,25.9300,7.2360,SE,27.0746,-0.2552,0.2552,,,,
a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation Ð qualitative and quantitative effects of ocean acidification on predatorÐprey interactions, ,Ecol Lett,17.557,9.137,,,Pomacentrus nagasakiensis,Trop,Yes,Prey,"Prey selectivity, small recruits",Adult,18,18.3920,8.1410,SE,34.5393,14,28.0400,7.5380,SE,28.2046,0.4217,0.4217,,,,
a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation Ð qualitative and quantitative effects of ocean acidification on predatorÐprey interactions, ,Ecol Lett,17.557,9.137,,,Pomacentrus chrysurus,Trop,Yes,Prey,"Prey selectivity, small recruits",Adult,18,28.6430,10.5530,SE,44.7726,14,21.1060,6.6330,SE,24.8184,-0.3054,0.3054,,,,
a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation Ð qualitative and quantitative effects of ocean acidification on predatorÐprey interactions, ,Ecol Lett,17.557,9.137,,,Pomacentrus moluccensis,Trop,Yes,Prey,"Prey selectivity, large recruits",Adult,20,7.6920,4.0000,SE,17.8885,20,41.6150,13.2310,SE,59.1708,1.6883,1.6883,,,,
a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation Ð qualitative and quantitative effects of ocean acidification on predatorÐprey interactions, ,Ecol Lett,17.557,9.137,,,Pomacentrus amboinensis,Trop,Yes,Prey,"Prey selectivity, large recruits",Adult,20,18.2310,7.0770,SE,31.6493,20,31.1540,12.3080,SE,55.0430,0.5358,0.5358,,,,
a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation Ð qualitative and quantitative effects of ocean acidification on predatorÐprey interactions, ,Ecol Lett,17.557,9.137,,,Pomacentrus nagasakiensis,Trop,Yes,Prey,"Prey selectivity, large recruits",Adult,20,37.9230,11.3850,SE,50.9153,20,10.8460,7.3580,SE,32.9060,-1.2518,1.2518,,,,
a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation Ð qualitative and quantitative effects of ocean acidification on predatorÐprey interactions, ,Ecol Lett,17.557,9.137,,,Pomacentrus chrysurus,Trop,Yes,Prey,"Prey selectivity, large recruits",Adult,20,36.0770,11.0770,SE,49.5378,20,14.5380,8.0000,SE,35.7771,-0.9089,0.9089,,,,
a6,Ferrari et al ,2011,2011,Intrageneric variation in antipredator responses of coral reef fishes affected by ocean acidification: implications for climate change projections on marine communities, ,Glob Change Biol,6.862,8.997,20,Strong,Pomacentrus nagasakiensis,Trop,Yes,Predator,"Prop change in response, 700 ppm",Juvenile,20,0.5110,0.0310,SE,0.1386,20,0.3550,0.0560,SE,0.2504,-0.3643,0.3643,1.1405,"Excluded data where change in behaviour were of different directions between the control and experimental groups because lnRR cannot be calculateed for such data (excluded data represented by ""NA"" in lnRR column)",Y,Provided in figure captions
a6,Ferrari et al ,2011,2011,Intrageneric variation in antipredator responses of coral reef fishes affected by ocean acidification: implications for climate change projections on marine communities, ,Glob Change Biol,6.862,8.997,,,Pomacentrus nagasakiensis,Trop,Yes,Predator,"Prop change in response, 850 ppm",Juvenile,20,0.5110,0.0310,SE,0.1386,20,0.2940,0.0540,SE,0.2415,-0.5528,0.5528,,Removed data points with lnRR variance > 10 from mean effect size computations (see rationale in Methods section of Supplementary File 1),,
a6,Ferrari et al ,2011,2011,Intrageneric variation in antipredator responses of coral reef fishes affected by ocean acidification: implications for climate change projections on marine communities, ,Glob Change Biol,6.862,8.997,,,Pomacentrus moluccensis,Trop,Yes,Predator,"Prop change in response, 700 ppm",Juvenile,20,0.4080,0.0330,SE,0.1476,20,0.1820,0.0690,SE,0.3086,-0.8073,0.8073,,,,
a6,Ferrari et al ,2011,2011,Intrageneric variation in antipredator responses of coral reef fishes affected by ocean acidification: implications for climate change projections on marine communities, ,Glob Change Biol,6.862,8.997,,,Pomacentrus moluccensis,Trop,Yes,Predator,"Prop change in response, 850 ppm",Juvenile,20,0.4080,0.0330,SE,0.1476,20,-0.0150,0.0560,SE,0.2504,NA,NA,,,,
a6,Ferrari et al ,2011,2011,Intrageneric variation in antipredator responses of coral reef fishes affected by ocean acidification: implications for climate change projections on marine communities, ,Glob Change Biol,6.862,8.997,,,Pomacentrus chrysurus,Trop,Yes,Predator,"Prop change in response, 700 ppm",Juvenile,20,0.5010,0.0180,SE,0.0805,20,0.2220,0.0850,SE,0.3801,-0.8139,0.8139,,,,
a6,Ferrari et al ,2011,2011,Intrageneric variation in antipredator responses of coral reef fishes affected by ocean acidification: implications for climate change projections on marine communities, ,Glob Change Biol,6.862,8.997,,,Pomacentrus chrysurus,Trop,Yes,Predator,"Prop change in response, 850 ppm",Juvenile,20,0.5010,0.0100,SE,0.0447,20,-0.0920,0.0460,SE,0.2057,NA,NA,,,,
a6,Ferrari et al ,2011,2011,Intrageneric variation in antipredator responses of coral reef fishes affected by ocean acidification: implications for climate change projections on marine communities, ,Glob Change Biol,6.862,8.997,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Prop change in response, 700 ppm",Juvenile,20,0.4260,0.0480,SE,0.2147,20,0.0180,0.0760,SE,0.3399,-3.1641,3.1641,,,,
a6,Ferrari et al ,2011,2011,Intrageneric variation in antipredator responses of coral reef fishes affected by ocean acidification: implications for climate change projections on marine communities, ,Glob Change Biol,6.862,8.997,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Prop change in response, 850 ppm",Juvenile,20,0.4260,0.0480,SE,0.2147,20,-0.0810,0.0490,SE,0.2191,NA,NA,,,,
a7,Simpson et al,2011,2011,Ocean acidification erodes crucial auditory behaviour in a marine fish, ,Biol Lett,3.762,3.345,26,Strong,Amphiprion percula,Trop,Yes,Auditory,"% time at speaker (or 'in cue'), 600 uatm",Juvenile,30,0.2760,0.0520,SE,0.2848,13,0.5860,0.1050,SE,0.3786,0.7529,0.7529,0.7939,,Y,Provided in figure
a7,Simpson et al,2011,2011,Ocean acidification erodes crucial auditory behaviour in a marine fish, ,Biol Lett,3.762,3.345,,,Amphiprion percula,Trop,Yes,Auditory,"% time at speaker (or 'in cue'), 700 uatm",Juvenile,30,0.2760,0.0520,SE,0.2848,21,0.6450,0.0760,SE,0.3483,0.8488,0.8488,,,,
a7,Simpson et al,2011,2011,Ocean acidification erodes crucial auditory behaviour in a marine fish, ,Biol Lett,3.762,3.345,,,Amphiprion percula,Trop,Yes,Auditory,"% time at speaker (or 'in cue'), 900 uatm",Juvenile,30,0.2760,0.0520,SE,0.2848,30,0.6020,0.0620,SE,0.3396,0.7799,0.7799,,,,
a8,Devine et al,2011,2012,Homing ability of adult cardinalfish is affected by elevated carbon dioxide, ,Oecologia,3.412,3.127,25,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Habitat,"% time in homing cue, 550 ppm",Adult,27,63.8810,1.1940,SE,3.7758,23,38.5070,1.7910,SE,8.5893,-0.5062,0.5062,0.4672,,Y,Provided in figure
a8,Devine et al,2011,2012,Homing ability of adult cardinalfish is affected by elevated carbon dioxide, ,Oecologia,3.412,3.127,,,Cheilodipterus quinquelineatus,Trop,Yes,Habitat,"% time in homing cue, 700 ppm",Adult,27,63.8810,1.1940,SE,3.7758,22,38.5070,1.5220,SE,7.1388,-0.5062,0.5062,,,,
a8,Devine et al,2011,2012,Homing ability of adult cardinalfish is affected by elevated carbon dioxide, ,Oecologia,3.412,3.127,,,Cheilodipterus quinquelineatus,Trop,Yes,Habitat,"% time in homing cue, 960 ppm",Adult,27,63.8810,1.1940,SE,6.2042,22,43.2840,0.2990,SE,1.4024,-0.3892,0.3892,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,74.3900,0.0046,SE,0.0237,15,62.1950,3.0490,SE,14.3011,-0.1790,0.1790,0.1821,Data from Fig 1 only (no variance for Fig 2),N,"Provided in text: ""At least 15 individuals per species were tested per habitat comparison for each CO2 treatment."""
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 850 ppm",Larvae,15,74.3900,2.4390,SE,12.6734,15,61.9430,1.8290,SE,8.5788,-0.1831,0.1831,,Used treatments with coral cue only because behaviour was tested as choice (and including a choice of seawater vs. seawater therefore is not appropriate),,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,65.8540,3.0490,SE,49.6341,15,58.5370,3.0490,SE,49.6341,-0.1178,0.1178,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,65.8540,3.0490,SE,49.6341,15,62.8050,2.4390,SE,39.7040,-0.0474,0.0474,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs.rubble, 700 ppm",Larvae,15,48.1710,2.4390,SE,39.7040,15,59.1460,1.8290,SE,29.7740,0.2053,0.2053,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs.rubble, 850 ppm",Larvae,15,48.1710,2.4390,SE,39.7040,15,73.7800,1.8290,SE,29.7740,0.4263,0.4263,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,64.3750,3.1250,SE,50.8713,15,61.2500,2.5000,SE,40.6971,-0.0498,0.0498,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coal, 850 ppm",Larvae,15,64.3750,3.1250,SE,50.8713,15,56.2500,1.8750,SE,30.5228,-0.1349,0.1349,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,62.5000,3.1250,SE,50.8713,15,58.1250,2.5000,SE,40.6971,-0.0726,0.0726,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,62.5000,3.1250,SE,50.8713,15,49.3750,3.7500,SE,61.0456,-0.2357,0.2357,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 700 ppm",Larvae,15,61.2500,3.1250,SE,50.8713,15,46.8750,2.5000,SE,40.6971,-0.2675,0.2675,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,15,61.2500,3.1250,SE,50.8713,15,56.8750,2.5000,SE,40.6971,-0.0741,0.0741,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,43.1140,3.5930,SE,58.4898,15,39.5210,2.9940,SE,48.7388,-0.0870,0.0870,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 850 ppm",Larvae,15,43.1140,3.5930,SE,58.4898,15,36.5270,2.3950,SE,38.9878,-0.1658,0.1658,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,37.1260,2.9940,SE,48.7388,15,41.3170,2.9940,SE,48.7388,0.1070,0.1070,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,37.1260,2.9940,SE,48.7388,15,67.0660,1.7960,SE,29.2368,0.5914,0.5914,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 700 ppm",Larvae,15,44.3110,2.3950,SE,38.9878,15,46.7070,2.9940,SE,48.7388,0.0527,0.0527,,,,
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes, ,Coral Reefs,3.878,3.095,,,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,15,44.3110,2.3950,SE,38.9878,15,58.6830,2.9940,SE,48.7388,0.2809,0.2809,,,,
a10,Domenici et al,2011,2012,Elevated carbon dioxide affects behavioural lateralization in a coral reef fish, ,Biol Lett,3.762,3.345,69,Strong,Neopomacentrus azysron,Trop,No,-,Absolute lateralization ,Larvae,70,46.8290,3.6590,SE,30.6134,68,29.1220,2.9270,SE,24.1367,-0.4750,0.4750,0.4750,,Y,"Provided in text: ""A total of 138 individuals ... were used ... (n = 70 for the control and n = 68 for the elevated-CO2 treatment)."""
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, pseudo-conditioning, water, Fig 1",Juvenile,16,-7.6220,3.6100,SE,14.4400,16,-0.4010,2.4070,SE,9.6280,-2.9448,2.9448,1.3012,"Excluded data where change in behaviour were of different directions between the control and experimental groups because lnRR cannot be calculateed for such data (excluded data represented by ""NA"" in lnRR column)",N,Provided in figure captions. Only ranges are provided for some; we used upper number of ranges to be conservative. 
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, pseudo-conditioning, predator, Fig 1",Juvenile,16,-8.6250,3.4100,SE,13.6400,16,-2.0060,3.6100,SE,14.4400,-1.4585,1.4585,,Removed data points with lnRR variance > 10 from mean effect size computations (see rationale in Methods section of Supplementary File 1),,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, true conditioning, water, Fig 1",Juvenile,16,3.0090,3.4100,SE,13.6400,16,-4.6130,3.0090,SE,12.0360,NA,NA,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, true conditioning, predator, Fig 1",Juvenile,16,-61.5760,3.6100,SE,14.4400,16,-2.2060,5.4150,SE,21.6600,-3.3291,3.3291,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, pseudo-conditioning, water, Fig 1",Juvenile,16,-0.5280,2.6390,SE,10.5560,16,-3.5190,2.8150,SE,11.2600,1.8968,1.8968,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, pseudo-conditioning, predator, Fig 1",Juvenile,16,-6.3340,2.4630,SE,9.8520,16,-1.5840,2.1110,SE,8.4440,-1.3860,1.3860,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, true conditioning, water, Fig 1",Juvenile,16,-4.9270,2.8150,SE,11.2600,16,-2.8150,2.1110,SE,8.4440,-0.5598,0.5598,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, true conditioning, predator, Fig 1",Juvenile,16,-45.0440,4.7510,SE,19.0040,16,-1.2320,4.9270,SE,19.7080,-3.5990,3.5990,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in area use, pseudo-conditioning, water, Fig 1",Juvenile,16,0.1790,0.2890,SE,1.1560,16,-0.1380,0.1790,SE,0.7160,NA,NA,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, pseudo-conditioning, predator, Fig 1",Juvenile,16,-0.4410,0.4270,SE,1.7080,16,0.2620,0.1100,SE,0.4400,NA,NA,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in area use, true conditioning, water, Fig 1",Juvenile,16,-0.0690,0.2070,SE,0.8280,16,0.1790,0.0960,SE,0.3840,NA,NA,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, true conditioning, predator, Fig 1",Juvenile,16,-2.6870,0.3030,SE,1.2120,16,0.1930,0.2070,SE,0.8280,NA,NA,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, na•ve tutor, water, Fig 2",Juvenile,17,-2.2810,2.4560,SE,10.1263,17,-4.2110,3.6840,SE,15.1895,0.6131,0.6131,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, na•ve tutor, predator, Fig 2",Juvenile,17,-0.8770,2.1050,SE,8.6791,17,-10.3510,4.3860,SE,18.0839,2.4683,2.4683,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, experienced tutor, water, Fig 2",Juvenile,17,-0.8770,1.4040,SE,5.7888,17,-1.4040,2.1050,SE,8.6791,0.4706,0.4706,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, experienced tutor, predator, Fig 2",Juvenile,17,-45.9650,5.2630,SE,21.6999,17,-4.9120,2.9820,SE,12.2951,-2.2362,2.2362,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, na•ve tutor, water, Fig 2",Juvenile,17,-6.0000,3.3750,SE,13.9155,17,-7.0000,4.0000,SE,16.4924,0.1542,0.1542,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, na•ve tutor, predator, Fig 2",Juvenile,17,-4.8750,2.3750,SE,9.7924,17,-9.0000,3.8750,SE,15.9770,0.6131,0.6131,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,  ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, experienced tutor, water, Fig 2",Juvenile,17,-2.2500,1.1250,SE,4.6385,17,1.7500,3.1250,SE,12.8847,NA,NA,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, experienced tutor, predator, Fig 2",Juvenile,17,-29.7500,4.2500,SE,17.5232,17,-1.5000,3.1250,SE,12.8847,-2.9874,2.9874,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in area use, na•ve tutor, water, Fig 2",Juvenile,17,-0.1260,0.1720,SE,0.7092,17,-0.2520,0.2750,SE,1.1339,0.6931,0.6931,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, na•ve tutor, predator, Fig 2",Juvenile,17,-0.0570,0.1030,SE,0.4247,17,-0.4360,0.2410,SE,0.9937,2.0346,2.0346,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,No,-,"Change in area use, experienced tutor, water, Fig 2",Juvenile,17,0.1950,0.1380,SE,0.5690,17,-0.0570,0.1610,SE,0.6638,NA,NA,,,,
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes, ,PLOS One,3.730,2.766,,,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, experienced tutor, predator, Fig 2",Juvenile,17,-1.9950,0.2520,SE,1.0390,17,0.1950,0.2180,SE,0.8988,NA,NA,,,,
